respondent_id,gender,age_group,household_size,region,province,district,survey_date,year,month,school_attendance,health_service_access,clean_water_access,food_security_status,response_complete,missing_fields_count
R0932,Male,50+,6,Central Highlands,South Ridge,District A,2024-04-12,2024,Apr,No,Yes,Yes,Insecure,True,0
R0933,Female,25-34,4,Central Highlands,East Plains,District C,2024-01-27,2024,Jan,No,Yes,Yes,Secure,False,1
R0934,Female,25-34,5,Central Highlands,North Valley,District B,2024-02-27,2024,Feb,Yes,No,No,Insecure,True,0
R0935,Female,18-24,4,Central Highlands,North Valley,District B,2024-04-19,2024,Apr,Yes,No,No,Secure,True,0
R0936,Female,50+,7,Central Highlands,East Plains,District A,2024-04-22,2024,Apr,No,No,Yes,Insecure,False,3
R0937,Male,18-24,10,Central Highlands,South Ridge,District B,2024-03-01,2024,Mar,Yes,No,Yes,Secure,False,1
R0938,Male,25-34,1,Central Highlands,North Valley,District C,2024-02-02,2024,Feb,Yes,Yes,No,Insecure,False,3
R0939,Male,25-34,3,Central Highlands,South Ridge,District B,2024-01-13,2024,Jan,No,Yes,No,Secure,True,0
R0940,Female,50+,3,Central Highlands,South Ridge,District B,2024-01-12,2024,Jan,No,Yes,No,Secure,False,1
R0941,Male,50+,4,Central Highlands,South Ridge,District A,2024-03-24,2024,Mar,Yes,Yes,Yes,Secure,True,0
R0942,Male,50+,3,Central Highlands,East Plains,District B,2024-04-10,2024,Apr,No,Yes,No,Secure,False,3
R0943,Male,35-49,6,Central Highlands,North Valley,District C,2024-04-08,2024,Apr,No,No,Yes,Insecure,False,3
R0944,Male,35-49,8,Central Highlands,East Plains,District B,2024-02-20,2024,Feb,Yes,Yes,Yes,Insecure,True,0
R0945,Male,35-49,2,Central Highlands,North Valley,District A,2024-04-07,2024,Apr,Yes,No,Yes,Secure,True,0
R0946,Male,35-49,2,Central Highlands,North Valley,District A,2024-03-29,2024,Mar,Yes,No,No,Insecure,False,2
R0947,Male,18-24,9,Central Highlands,East Plains,District C,2024-03-20,2024,Mar,Yes,Yes,No,Secure,True,0
R0948,Female,18-24,2,Central Highlands,South Ridge,District B,2024-01-16,2024,Jan,Yes,Yes,Yes,Insecure,False,3
R0949,Male,35-49,10,Central Highlands,South Ridge,District B,2024-01-07,2024,Jan,Yes,Yes,Yes,Secure,True,0
R0950,Male,50+,8,Central Highlands,East Plains,District C,2024-04-29,2024,Apr,No,Yes,No,Secure,True,0
R0951,Male,18-24,6,Central Highlands,East Plains,District C,2024-02-06,2024,Feb,Yes,No,No,Secure,True,0
R0952,Female,35-49,2,Central Highlands,South Ridge,District C,2024-01-18,2024,Jan,No,Yes,Yes,Secure,True,0
R0953,Male,50+,9,Central Highlands,North Valley,District A,2024-03-21,2024,Mar,No,No,Yes,Secure,False,2
R0954,Female,35-49,3,Central Highlands,North Valley,District A,2024-02-20,2024,Feb,Yes,Yes,No,Insecure,False,2
R0955,Female,18-24,7,Central Highlands,North Valley,District B,2024-01-20,2024,Jan,Yes,Yes,No,Insecure,True,0
R0956,Male,18-24,2,Central Highlands,North Valley,District B,2024-01-27,2024,Jan,Yes,No,Yes,Secure,False,3
R0957,Male,18-24,2,Central Highlands,South Ridge,District C,2024-03-13,2024,Mar,Yes,Yes,Yes,Secure,True,0
R0958,Male,18-24,4,Central Highlands,East Plains,District C,2024-03-01,2024,Mar,Yes,Yes,Yes,Insecure,False,1
R0959,Male,18-24,6,Central Highlands,North Valley,District A,2024-03-07,2024,Mar,Yes,No,Yes,Insecure,True,0
R0960,Male,18-24,4,Central Highlands,South Ridge,District B,2024-04-09,2024,Apr,Yes,Yes,Yes,Secure,False,2
R0961,Female,50+,3,Central Highlands,East Plains,District B,2024-04-07,2024,Apr,Yes,Yes,No,Secure,True,0
R0962,Female,50+,3,Central Highlands,South Ridge,District A,2024-02-24,2024,Feb,No,No,No,Insecure,False,3
R0963,Male,25-34,7,Central Highlands,North Valley,District C,2024-03-19,2024,Mar,Yes,Yes,No,Insecure,True,0
R0964,Male,18-24,1,Central Highlands,South Ridge,District C,2024-03-02,2024,Mar,Yes,No,No,Insecure,False,3
R0965,Male,35-49,1,Central Highlands,North Valley,District B,2024-01-09,2024,Jan,No,Yes,No,Secure,True,0
R0966,Female,35-49,1,Central Highlands,South Ridge,District A,2024-04-19,2024,Apr,Yes,No,Yes,Secure,False,1
R0967,Female,35-49,1,Central Highlands,South Ridge,District C,2024-04-29,2024,Apr,No,Yes,Yes,Secure,True,0
R0968,Male,50+,4,Central Highlands,South Ridge,District A,2024-03-15,2024,Mar,Yes,No,No,Insecure,False,1
R0969,Male,25-34,8,Central Highlands,North Valley,District C,2024-03-28,2024,Mar,No,No,Yes,Insecure,False,3
R0970,Female,50+,8,Central Highlands,East Plains,District A,2024-04-04,2024,Apr,No,No,No,Secure,False,3
R0971,Male,18-24,5,Central Highlands,East Plains,District A,2024-02-27,2024,Feb,Yes,No,No,Secure,False,2
R0972,Female,18-24,9,Central Highlands,East Plains,District A,2024-01-06,2024,Jan,No,Yes,Yes,Insecure,False,3
R0973,Male,50+,1,Central Highlands,East Plains,District C,2024-03-14,2024,Mar,No,Yes,Yes,Secure,False,1
R0974,Female,35-49,2,Central Highlands,East Plains,District B,2024-04-30,2024,Apr,Yes,Yes,No,Secure,False,2
R0975,Male,35-49,1,Central Highlands,North Valley,District B,2024-02-22,2024,Feb,Yes,No,No,Secure,False,1
R0976,Female,50+,8,Central Highlands,East Plains,District B,2024-04-23,2024,Apr,No,Yes,Yes,Insecure,True,0
R0977,Male,25-34,4,Central Highlands,East Plains,District B,2024-04-12,2024,Apr,No,Yes,No,Secure,True,0
R0978,Male,25-34,9,Central Highlands,North Valley,District A,2024-04-27,2024,Apr,Yes,No,Yes,Insecure,True,0
R0979,Female,50+,10,Central Highlands,North Valley,District B,2024-01-08,2024,Jan,Yes,Yes,Yes,Insecure,False,2
R0980,Female,25-34,6,Central Highlands,South Ridge,District C,2024-03-07,2024,Mar,Yes,No,Yes,Insecure,False,1
R0981,Male,35-49,9,Central Highlands,East Plains,District C,2024-04-08,2024,Apr,No,Yes,No,Insecure,False,1
R0982,Male,25-34,8,Central Highlands,East Plains,District C,2024-01-31,2024,Jan,Yes,Yes,No,Insecure,True,0
R0983,Female,18-24,5,Central Highlands,South Ridge,District B,2024-02-10,2024,Feb,Yes,Yes,No,Insecure,False,3
R0984,Male,18-24,10,Central Highlands,North Valley,District A,2024-02-17,2024,Feb,No,No,No,Secure,False,3
R0985,Female,50+,2,Central Highlands,South Ridge,District B,2024-01-16,2024,Jan,No,No,No,Secure,False,3
R0986,Female,18-24,3,Central Highlands,South Ridge,District A,2024-04-27,2024,Apr,No,Yes,Yes,Insecure,True,0
R0987,Male,25-34,10,Central Highlands,North Valley,District C,2024-02-05,2024,Feb,Yes,Yes,No,Insecure,False,2
R0988,Male,25-34,4,Central Highlands,North Valley,District C,2024-04-24,2024,Apr,No,Yes,Yes,Insecure,False,1
R0989,Male,35-49,8,Central Highlands,East Plains,District B,2024-04-05,2024,Apr,No,No,No,Secure,True,0
R0990,Female,18-24,9,Central Highlands,South Ridge,District B,2024-04-17,2024,Apr,Yes,No,Yes,Insecure,True,0
R0991,Male,18-24,2,Central Highlands,East Plains,District B,2024-04-01,2024,Apr,Yes,Yes,No,Secure,False,2
R0992,Female,50+,2,Central Highlands,East Plains,District B,2024-03-15,2024,Mar,No,No,Yes,Insecure,True,0
R0993,Female,18-24,2,Central Highlands,North Valley,District C,2024-02-18,2024,Feb,No,No,Yes,Insecure,False,3
R0994,Male,35-49,10,Central Highlands,East Plains,District B,2024-04-25,2024,Apr,Yes,Yes,No,Insecure,False,2
R0995,Female,18-24,3,Central Highlands,North Valley,District B,2024-03-03,2024,Mar,No,Yes,Yes,Secure,False,1
R0996,Female,35-49,10,Central Highlands,East Plains,District C,2024-03-17,2024,Mar,Yes,Yes,No,Secure,True,0
R0997,Male,50+,6,Central Highlands,North Valley,District C,2024-04-07,2024,Apr,Yes,No,Yes,Insecure,False,3
R0998,Male,50+,10,Central Highlands,South Ridge,District A,2024-02-09,2024,Feb,No,No,Yes,Secure,True,0
R0999,Female,25-34,1,Central Highlands,South Ridge,District B,2024-01-26,2024,Jan,Yes,No,No,Secure,False,1
R1000,Female,35-49,7,Central Highlands,East Plains,District B,2024-02-18,2024,Feb,Yes,No,No,Secure,False,2
